Nome,"Tipo Variação",Variante,Categoria,Marca,Referência,"Código de Barras",Descrição,"Descrição na Fatura",PVP,"Preço Fornecedor",Unidade,"Controlar Stock","IVA - Taxa","IVA - Isenção (Código)","IVA - Isenção (Norma)","Tipo de Produto","Classe de Bem","Loja principal","Stock - Loja principal","Margem de Lucro (%)- Normal",Imagem
"11) Ura camar fila sup de salm (2 pçs)",,,"Take away Sushi in Sushi",,V11-479-24112721,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,
"14) Ura salmão com manga",,,"Take away Sushi in Sushi",,V14-480-24112715,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-4,0000",100,https://www.vendus.pt/foto/f7cf2ff647abe33d2ef1df9055e5e1a0.jpeg
"7) Ura salm supre c peix bran (2 pçs)",,,Delivery,,V7-U481-24112725,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/7f04c62f83c387e195e9b88228be6cc0.jpeg
"7) Ura salm supre c peix bran (2 pçs)",,,"Take away Sushi in Sushi",,V7-U482-24112727,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/9fffa70dd6cea387a5dd5b028cf15bbb.jpeg
"9) Ura atum sup c ovas (2pçs)",,,Delivery,,V9-U483-24112728,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,https://www.vendus.pt/foto/abc099895ca8e2257c96bb7efe626085.jpeg
"9) Ura atum sup c ovas (2pçs)",,,"Take away Sushi in Sushi",,V9-U484-24112710,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/022fbe82560b6c19cc06845977929e0c.jpeg
"12) Ura camar c peix bran (2 pçs)",,,Delivery,,V12-485-24112740,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-6,0000",100,https://www.vendus.pt/foto/5cc9d9797569c6099fb478131dc707e8.jpeg
"12) Ura camar c peix bran (2 pçs)",,,"Take away Sushi in Sushi",,V12-486-24112741,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/99f7b436d5270949a10345c02a7eb104.jpeg
"13) Ura camar fila pana supr (2 pçs)",,,Delivery,,V13-487-24112741,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-50,0000",100,https://www.vendus.pt/foto/c0951c8f40ce712101bb3a8454fc2f89.jpeg
"13) Ura camar fila pana supr (2 pçs)",,,"Take away Sushi in Sushi",,V13-488-24112783,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/ad38bac9e836c768fbcfe42fc0e93904.jpeg
"11) Ura camar fila sup de salm (2 pçs)",,,"Take away Sushi in Sushi",,VURA489-24112861,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/67a7a0338b0721a7aac7276bd44319ae.jpeg
"Camarão ao alho ",,,Delivery,,VCAM490-24113013,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-64,0000",100,https://www.vendus.pt/foto/a258d7b3c8df32d1fe8a6225d5f567df.jpeg
"Camarão ao alho",,,"Take away Sushi in Sushi",,VCAM491-24113062,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-47,0000",100,https://www.vendus.pt/foto/f6a1666f25b28427df72b4a39e8f4565.jpeg
"Combinado Gohan (32 pçs)",,,Delivery,,VCOM492-24122289,,,Não,"25,5000","0,0000",Uni,Sim,13,,,P,,S,"-49,0000",100,https://www.vendus.pt/foto/0df68cde9d3801a56223e02d488ab958.jpg
"Combinadpo Gohan (32 pçs)",,,"Take away Sushi in Sushi",,VCOM493-2501040,,,Não,"19,0000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/a459b4611673ef74a9851990fccd8a67.jpg
"1) Ura salm fila supre (4 pçs)",,,Delivery,,V1-U494-25010648,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-264,0000",100,https://www.vendus.pt/foto/e6e67dd541644c333f87a30bd012cb81.jpeg
"1) Ura salm fila supre (4 pçs)",,,"Take away Sushi in Sushi",,V1-U495-25010619,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-25,0000",100,https://www.vendus.pt/foto/65cc1a91c0513e4eda519a0748df10cf.jpeg
"8) Ura salm avoca c ovas (4 pçs)",,,"Take away Sushi in Sushi",,V8-U496-25010641,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-8,0000",100,https://www.vendus.pt/foto/8a9d5e0006eec082d1c9e12055cadb54.jpeg
"11) Ura camar fila sup de salm (4 pçs)",,,Delivery,,V11-497-25010621,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-183,0000",100,https://www.vendus.pt/foto/fb9da768eb91068e153af8e2e42af326.jpeg
"12) Ura camar c peix bran (4 pçs)",,,Delivery,,V12-498-25010633,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-34,0000",100,https://www.vendus.pt/foto/3761cab6abcfc252f848f9eef42c865c.jpeg
"12) Ura camar c peix bran (4 pçs)",,,"Take away Sushi in Sushi",,V12-499-25010691,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/969756d3c0ac53631831710533f5cd62.jpeg
"13) Ura camar fila pana supr (4 pçs)",,,Delivery,,V13-500-2501063,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-277,0000",100,https://www.vendus.pt/foto/ced405e9027d52de4983e4c150330046.jpeg
"13) Ura camar fila pana supr (4 pçs)",,,"Take away Sushi in Sushi",,V13-501-25010687,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-35,0000",100,https://www.vendus.pt/foto/96149f7284595afcfe471645c1eb2fa9.jpeg
"14) Ura salmão com manga (4 pçs)",,,"Take away Sushi in Sushi",,V14-502-25010613,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-10,0000",100,https://www.vendus.pt/foto/55beac311f1a007e7a1ddb3879eda3bd.jpeg
"2) Ura salm fila camar supr (4 pçs)",,,Delivery,,V2-U503-25010675,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-156,0000",100,https://www.vendus.pt/foto/c2e5d60e89e02022d2a804b374690296.jpeg
"2) Ura salm fila camar supr (4 pçs)",,,"Take away Sushi in Sushi",,V2-U504-25010692,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-9,0000",100,https://www.vendus.pt/foto/6868dacf9c3ac2aa49f9061c02281f34.jpeg
" 3)Ura salm fila supre bras crisp (4 pçs)",,,"Take away Sushi in Sushi",,V3-U505-25010650,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-26,0000",100,https://www.vendus.pt/foto/93ce8397fb1cac0963a6ca654122eaab.jpeg
" 3)Ura salm fila supre bras crisp (4 pçs)",,,Delivery,,V3-U506-25010690,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-181,0000",100,https://www.vendus.pt/foto/f6d78a18bcd3e73328530d63f89a80c4.jpeg
"4) Ura grelh supre brase crispy (4 pçs)",,,Delivery,,V4-U507-2501066,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-77,0000",100,https://www.vendus.pt/foto/2f0151e2ca299dbeb01f95a08b5445f8.jpeg
"4) Ura grelh supre brase crispy (4 pçs)",,,"Take away Sushi in Sushi",,V4-U508-25010663,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-21,0000",100,https://www.vendus.pt/foto/69067f49f8857c7b163f54da5cc982c0.jpeg
"5) Ura salm fila avoc c ovas (4 pçs)",,,"Take away Sushi in Sushi",,V5-U509-25010697,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-21,0000",100,https://www.vendus.pt/foto/6b3338e50d8776020d1cd0f711a84d4c.jpeg
"6) Ura Salm supremo (4 pçs)",,,"Take away Sushi in Sushi",,V6-U510-25010669,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/640710c70561b2c8a46e4af8ceb1c457.jpeg
"6) Ura Salm supremo (4 pçs)",,,Delivery,,V6-U511-25010648,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-34,0000",100,https://www.vendus.pt/foto/b368054845c6c7e5a0f242a3268029ff.jpeg
"10) Ura atum avoc spicy (4 pçs)",,,"Take away Sushi in Sushi",,V10-512-25010621,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-11,0000",100,https://www.vendus.pt/foto/2315b88e2f488f568bd3669c3c909709.jpeg
"14) Ura salmão com manga (4 pçs)",,,Delivery,,V14-513-25010678,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-63,0000",100,https://www.vendus.pt/foto/2090a56a72b6b199eaf9a232e19f1ab8.jpeg
"9) Ura atum sup c ovas (4pçs)",,,Delivery,,V9-U514-25010658,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-48,0000",100,https://www.vendus.pt/foto/ccd865b34ed9cfe64f03b1b0de820d10.jpeg
"9) Ura atum sup c ovas (4pçs)",,,"Take away Sushi in Sushi",,V9-U515-2501069,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-10,0000",100,https://www.vendus.pt/foto/d6bb8290fdef5580c1bc7b64d1d45a86.jpeg
"7) Ura atum avoc spicy (4 pçs)",,,"Take away Sushi in Sushi",,V7-U516-25010638,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/b4a39045061ffba66546f2947b9b8adc.jpeg
"11) Ura camar fila sup de salm (4 pçs)",,,"Take away Sushi in Sushi",,V11-517-2501068,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-7,0000",100,https://www.vendus.pt/foto/216d249a17bd4f65499ab9e5691503b1.jpeg
"1) Gunkan Salmão Fila (4 pçs)",,,"Take away Sushi in Sushi",,VGUN518-25010683,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-38,0000",100,https://www.vendus.pt/foto/d91437ba31770c33cf31577e47c6fc58.jpeg
"6) Gunkan de salmão fila bras. (4 pçs)",,,"Take away Sushi in Sushi",,VGUN519-25010658,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/77745e25483b7f75cbaef778a4adac43.jpeg
"2) Gunkan Crispy (4 pçs)",,,"Take away Sushi in Sushi",,VGUN520-25010629,,,Não,"5,5000","0,0000",Uni,Sim,13,,,P,,S,"-6,0000",100,https://www.vendus.pt/foto/4eba8b78eb41028008296d1dcf4a03ee.jpeg
"7) Gunkan Crispy Bras. (4 pçs)",,,"Take away Sushi in Sushi",,VGUN521-25010677,,,Não,"5,5000","0,0000",Uni,Sim,13,,,P,,S,"-15,0000",100,https://www.vendus.pt/foto/51b529efe0f2854fdb13e2517d820dfc.jpeg
"10) Gunkan de Salmão Clássico (4 pçs)",,,"Take away Sushi in Sushi",,VGUN522-25010623,,,Não,"5,5000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,https://www.vendus.pt/foto/12a42933b8edfc941e3bd172f59cafd3.jpeg
"9) Gunkan de Salmão Bras. (4 pçs)",,,"Take away Sushi in Sushi",,VGUN523-25010636,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-52,0000",100,https://www.vendus.pt/foto/8d6f43a3412ef00b32e67c058b6d46d7.jpeg
"4) Gunkan Salmão e Camarão (4 pçs) ",,,"Take away Sushi in Sushi",,VGUN524-2501062,,,Não,"5,5000","0,0000",Uni,Sim,13,,,P,,S,"-9,0000",100,https://www.vendus.pt/foto/ba6da81a18222605fde16ae6b3676307.jpeg
"3) Gunkan com Cebola Caram. (4 pçs)",,,"Take away Sushi in Sushi",,VGUN525-2501063,,,Não,"5,5000","0,0000",Uni,Sim,13,,,P,,S,"-7,0000",100,https://www.vendus.pt/foto/604853f5ce178315c235228ace030052.jpeg
"5) Gunkan Lovers (4 pçs)",,,"Take away Sushi in Sushi",,VGUN526-25010625,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-16,0000",100,https://www.vendus.pt/foto/b16cda3709761c507e0bf95c08334fed.jpeg
"8) Gunkan Grill (4 pçs)",,,"Take away Sushi in Sushi",,VGUN527-25010687,,,Não,"5,5000","0,0000",Uni,Sim,13,,,P,,S,"-11,0000",100,https://www.vendus.pt/foto/4f89484b05376bf2ac67f910da3c28f6.jpeg
"12) Gunkan de pepino (4 pçs)",,,"Take away Sushi in Sushi",,VGUN528-25010624,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-4,0000",100,https://www.vendus.pt/foto/59d3be69840e561fd6e09fdc4d02a043.jpeg
"11) Gunkan Tropical (4 pçs)",,,"Take away Sushi in Sushi",,VGUN529-25010652,,,Não,"5,5000","0,0000",Uni,Sim,13,,,P,,S,"-6,0000",100,https://www.vendus.pt/foto/05ea1ffcf4bc1b3089d59ebc421ebf09.jpeg
"13) Gunkan Salmão e Atum (4 pçs)",,,"Take away Sushi in Sushi",,VGUN530-25010648,,,Não,"5,5000","0,0000",Uni,Sim,13,,,P,,S,"-4,0000",100,https://www.vendus.pt/foto/2c8daf523de39fd566f599c83b684fdc.jpeg
"14) Gunkan Salmão e Atum com ovas (4 pçs)",,,"Take away Sushi in Sushi",,VGUN531-25010660,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-7,0000",100,https://www.vendus.pt/foto/47ce64e0e40ee6ecc95d748d1a5d1a1e.jpeg
"15) Gunkan de Salmão e peixe branco (4 pçs)",,,"Take away Sushi in Sushi",,VGUN532-25010647,,,Não,"5,5000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/da362753c378637449ae2c1f4f9376ea.jpeg
"16) Gunkan do chef (4 pçs)",,,"Take away Sushi in Sushi",,VGUN533-25010687,,,Não,"6,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/bb15e0217c2c9ebf05600ae225161380.jpeg
"Combinado Nori(16 pçs)",,,Delivery,,VCOM534-25010772,,,Não,"16,5000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,
"1) Gunkan Salmão Fila (4 pçs)",,,Delivery,,V1-G535-25010996,,,Não,"6,5000","0,0000",Uni,Sim,13,,,P,,S,"-443,0000",100,https://www.vendus.pt/foto/53f3249892c2e503da3b53974c37b2f6.jpeg
"2) Gunkan crispy (4 pçs)",,,Delivery,,V2-G536-25010959,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-45,0000",100,https://www.vendus.pt/foto/7c3661b15f586060f30e075cabdcf8e4.jpeg
"3) Gunkan c cebola carameli (4 çs)",,,Delivery,,V3-G537-2501094,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-31,0000",100,https://www.vendus.pt/foto/55761ab890da29db99b3ea53d61cfe94.jpeg
"4) Gunkan Salmão e Cama (4 pçs)",,,Delivery,,V4-G538-25010973,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-51,0000",100,https://www.vendus.pt/foto/c838b6152de28517349f21c297cd6dde.jpeg
"5) Gunkan Lovers (4 pçs)",,,Delivery,,V5-G539-25010997,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-88,0000",100,https://www.vendus.pt/foto/c695fc54f869996a0ed402f40a6718dd.jpeg
"6) Gunkan Salmão Fila Brase (4 pçs)",,,Delivery,,V6-G540-25010991,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-125,0000",100,https://www.vendus.pt/foto/5fc19aeab07c781b6115dfe8e6f0c63a.jpeg
"7) Gunkan crispy brase (4 pçs)",,,Delivery,,V7-G541-25010937,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-87,0000",100,https://www.vendus.pt/foto/97ec949370ee8342fc901e3ccf9bc3ed.jpeg
"8) Gunkan Grill (4 pçs)",,,Delivery,,V8-G542-25010997,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-60,0000",100,https://www.vendus.pt/foto/487aee2df744f5a15a4d29569bf1f23c.jpeg
"9) Gunkan Salmão Braseado (4 pçs)",,,Delivery,,V9-G543-25010917,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-166,0000",100,https://www.vendus.pt/foto/0c56fc0161b0a96639c219a37e6940c5.jpeg
"10) Gunkan Salmão Clássico (4 pçs)",,,Delivery,,V10-544-25010914,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-23,0000",100,https://www.vendus.pt/foto/881e712bb0e8b8498f7baab0512b5138.jpeg
"11) Gunkan Tropical (4 pçs)",,,Delivery,,V11-545-25010973,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-26,0000",100,https://www.vendus.pt/foto/34bfb1c8231b446f8bd47939266a1744.jpeg
"12) Gunkan de pepino (4 pçs)",,,Delivery,,V12-546-2501096,,,Não,"7,0000","0,0000",Uni,Sim,23,,,P,,S,"-25,0000",100,https://www.vendus.pt/foto/912224d36f3c0a4320f04c2098a01455.jpeg
"13) Gunkan Salmão e Atum (4 pçs)",,,Delivery,,V13-547-25010994,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-22,0000",100,https://www.vendus.pt/foto/8b9da961c252d6dc53be9169c58605ae.jpeg
"14) Gunkan Salmão e atum com ovas (4 pçs)",,,Delivery,,V14-548-25010999,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/c961d59b9fc7c521a23dafd7ba1a3f21.jpeg
"15) Gunkan de salmão e peixe branco (4 pçs)",,,Delivery,,V15-549-25010969,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-11,0000",100,https://www.vendus.pt/foto/199971fe03ab2d019c09acc335650b8b.jpeg
"16) Gunkan do chef (4 pçs)",,,Delivery,,V16-550-25010946,,,Não,"8,5000","0,0000",Uni,Sim,13,,,P,,S,"-52,0000",100,https://www.vendus.pt/foto/c80f5fe61e32042f1d266718e6f2e325.jpeg
"Combinado Sudarê (24pçs)",,,Delivery,,VCOM551-25010925,,,Não,"23,5000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,
"Uramaki mix",,,"Take away Sushi in Sushi",,VURA552-25010913,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,0,100,
"Kombu (16 pçs)",,,Delivery,,VKOM553-25011266,,,Não,"17,0000","0,0000",Uni,Sim,23,,,P,,S,"-791,0000",100,https://www.vendus.pt/foto/5b4f8297d07506c4fce3cccc1225cb7a.jpeg
"Kombu (16 pçs)",,,"Take away Sushi in Sushi",,VKOM554-25011211,,,Não,"12,5000","0,0000",Uni,Sim,13,,,P,,S,"-118,0000",100,https://www.vendus.pt/foto/27828301ca5523a2cd43c4ec19a67e5a.jpeg
"Mirin (16 pçs)",,,"Take away Sushi in Sushi",,VMIR555-25011298,,,Não,"13,5000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/18f04689c9a0f625a6eb6c676306633b.jpeg
"Mirin (24 pçs",,,Delivery,,VMIR556-2501120,,,Não,"22,0000","0,0000",Uni,Sim,13,,,P,,S,"-350,0000",100,https://www.vendus.pt/foto/a0e63d8b5e51522293a10144f8e845c9.jpeg
"Sésamo (24 pçs)",,,Delivery,,VSES557-2501121,,,Não,"25,0000","0,0000",Uni,Sim,13,,,P,,S,"-856,0000",100,https://www.vendus.pt/foto/e3a63573e1cdc3a0090e5c3370c7bfb8.jpeg
"Sésamo (24 pçs)",,,"Take away Sushi in Sushi",,VSES558-25011218,,,Não,"14,5000","0,0000",Uni,Sim,13,,,P,,S,"-110,0000",100,https://www.vendus.pt/foto/dc5122540c3c5b3caeb9b9e0f9222e24.jpeg
"Shoyo (60 pçs)",,,Delivery,,VSHO559-25011218,,,Não,"55,0000","0,0000",Uni,Sim,13,,,P,,S,"-469,0000",100,https://www.vendus.pt/foto/c83113dbe910ffb7c67717324c60e125.jpeg
"Shoyo (60 pçs)",,,"Take away Sushi in Sushi",,VSHO560-2501127,,,Não,"34,0000","0,0000",Uni,Sim,13,,,P,,S,"-131,0000",100,https://www.vendus.pt/foto/dbc999739179b9f0733afba5ba9a3fc1.jpeg
"Soja (60 pçs)",,,Delivery,,VSOJ561-25011253,,,Não,"51,0000","0,0000",Uni,Sim,13,,,P,,S,"-685,0000",100,https://www.vendus.pt/foto/4eead6100762a58dcba2ad32d3babb41.jpeg
"Soja (60 pçs)",,,"Take away Sushi in Sushi",,VSOJ562-25011292,,,Não,"32,0000","0,0000",Uni,Sim,13,,,P,,S,"-56,0000",100,https://www.vendus.pt/foto/333a64c5e84fa8666a7ed606d2242ad1.jpeg
"Shari (16 Pçs)",,,Delivery,,VSAL563-25011264,,,Não,"17,0000","0,0000",Uni,Sim,13,,,P,,S,"-824,0000",100,https://www.vendus.pt/foto/55db9bf440e4304ef9ee30e65ec9cb52.jpeg
"Shari (16 pçs)",,,"Take away Sushi in Sushi",,VSAL564-2501126,,,Não,"13,0000","0,0000",Uni,Sim,13,,,P,,S,"-156,0000",100,https://www.vendus.pt/foto/079ff2d1f782860c7a52deaf946e5d30.jpeg
"Hashi(16 pçs)",,,Delivery,,VSAL565-25011241,,,Não,"17,0000","0,0000",Uni,Sim,13,,,P,,S,"-196,0000",100,https://www.vendus.pt/foto/3a095f526603a348957df4daea0f46d3.png
"Hashi (16 pçs)",,,"Take away Sushi in Sushi",,VSAL566-25011260,,,Não,"13,0000","0,0000",Uni,Sim,13,,,P,,S,"-36,0000",100,https://www.vendus.pt/foto/ff0ec29feeff036f757c2c1ee721a0e0.png
"Fish (16 pçs)",,,Delivery,,VO-M567-25011293,,,Não,"17,5000","0,0000",Uni,Sim,13,,,P,,S,"-18,0000",100,https://www.vendus.pt/foto/9243bc550020818a2a27e93d0a1cd8fd.jpeg
"Fish (16 pçs)",,,"Take away Sushi in Sushi",,VO-M568-25011239,,,Não,"13,5000","0,0000",Uni,Sim,13,,,P,,S,"-13,0000",100,https://www.vendus.pt/foto/eeaa49b95ad21c611464e032ab23ed0c.jpeg
"Su (16 pçs)",,,Delivery,,VSU-569-25011278,,,Não,"17,0000","0,0000",Uni,Sim,13,,,P,,S,"-981,0000",100,https://www.vendus.pt/foto/7f2e09cf8dde69d328478e80efd303e8.png
"Su (16 pçs)",,,"Take away Sushi in Sushi",,VSU-570-25011283,,,Não,"13,0000","0,0000",Uni,Sim,13,,,P,,S,"-46,0000",100,https://www.vendus.pt/foto/9c275b2a50615916bae3b5a6ff105b8a.png
"California (24 pçs)",,,"Take away Sushi in Sushi",,VCAL571-2501126,,,Não,"16,0000","0,0000",Uni,Sim,13,,,P,,S,"-149,0000",100,https://www.vendus.pt/foto/fe6ed199114ebc267fc155ac25690f6e.jpg
"Califórnia (24 pçs)",,,Delivery,,VCAL572-25011245,,,Não,"22,0000","0,0000",Uni,Sim,13,,,P,,S,"-491,0000",100,https://www.vendus.pt/foto/81eaf254603726330e47204e78c2d423.jpg
"Maki (24 pçs)",,,Delivery,,VMAK573-25011262,,,Não,"23,0000","0,0000",Uni,Sim,13,,,P,,S,"-270,0000",100,https://www.vendus.pt/foto/a0d4eaa6fa9f9ec992068a894667512a.jpeg
"Maki (24 pçs)",,,"Take away Sushi in Sushi",,VMAK574-25011283,,,Não,"16,0000","0,0000",Uni,Sim,13,,,P,,S,"-92,0000",100,https://www.vendus.pt/foto/2570fec8bf7da9b1ff63ec1c2957cdec.jpeg
"Sashi (24 pçs)",,,Delivery,,VSAS575-25011252,,,Não,"23,0000","0,0000",Uni,Sim,13,,,P,,S,"-25,0000",100,https://www.vendus.pt/foto/435ade6fde508c5b310feed55f0abb75.jpeg
"Sashi (24 pçs)",,,"Take away Sushi in Sushi",,VSAS576-25011276,,,Não,"18,0000","0,0000",Uni,Sim,13,,,P,,S,"-37,0000",100,https://www.vendus.pt/foto/bd8705e2c7a2d0a2110d98264575c4a0.jpeg
"Salmon Fila (24 pçs)",,,"Take away Sushi in Sushi",,VSAL577-25011256,,,Não,"18,0000","0,0000",Uni,Sim,13,,,P,,S,"-102,0000",100,https://www.vendus.pt/foto/c1aa94aa1d86ef8217c7366b93af5f76.jpeg
"Salmon Fila (24 pçs)",,,Delivery,,VSAL578-25011259,,,Não,"23,0000","0,0000",Uni,Sim,13,,,P,,S,"-593,0000",100,https://www.vendus.pt/foto/737b019d7ffb3476cb74b2e3e5cd9326.jpeg
"Salmon Classic (24 pçs)",,,Delivery,,VSAL579-25011237,,,Não,"23,0000","0,0000",Uni,Sim,13,,,P,,S,"-492,0000",100,https://www.vendus.pt/foto/9a9bc5f27fde55f7c374685c7d2b4656.jpeg
"Salmon Classic (24 pçs)",,,"Take away Sushi in Sushi",,VSAL580-25011219,,,Não,"18,0000","0,0000",Uni,Sim,13,,,P,,S,"-109,0000",100,https://www.vendus.pt/foto/98205c8282ce93742ab372e2d0973c56.jpeg
"Do Japa (24 pçs)",,,Delivery,,VDO-581-25011386,,,Não,"23,0000","0,0000",Uni,Sim,13,,,P,,S,"-71,0000",100,https://www.vendus.pt/foto/d8113122eb813c997ddaaab1ccaaabff.jpeg
"Do Japa (24 pçs)",,,"Take away Sushi in Sushi",,VDO-582-25011346,,,Não,"18,0000","0,0000",Uni,Sim,13,,,P,,S,"-24,0000",100,https://www.vendus.pt/foto/39ff7be55d437273ae726cb05e43ec29.jpeg
"Salmon Tuna (58 pçs)",,,Delivery,,VSAL583-2501134,,,Não,"49,0000","0,0000",Uni,Sim,13,,,P,,S,"-57,0000",100,https://www.vendus.pt/foto/ef9be5a5f0d592cef9b9d7cec3821e32.jpeg
"Salmon Tuna (58 pçs)",,,"Take away Sushi in Sushi",,VSAL584-25011349,,,Não,"37,0000","0,0000",Uni,Sim,13,,,P,,S,"-63,0000",100,https://www.vendus.pt/foto/5f9450ce71b07c781560ad8be3ce43d9.jpeg
"Salmon Fusion (58 pçs)",,,Delivery,,VSAL585-25011317,,,Não,"49,0000","0,0000",Uni,Sim,13,,,P,,S,"-189,0000",100,https://www.vendus.pt/foto/e6b7032259970cc4ebfecceab1ad1f5d.png
"Salmon Fusion (58 pçs)",,,"Take away Sushi in Sushi",,VSAL586-25011317,,,Não,"37,0000","0,0000",Uni,Sim,13,,,P,,S,"-89,0000",100,https://www.vendus.pt/foto/6101c56b9bb9768667e946a851c37f81.png
"Salmon Lovers (58 pçs)",,,Delivery,,VSAL587-25011387,,,Não,"55,5000","0,0000",Uni,Sim,13,,,P,,S,"-129,0000",100,https://www.vendus.pt/foto/2dbc4205274c4193379440a2a32cb8b7.jpeg
"Salmon Lovers (58 pçs)",,,"Take away Sushi in Sushi",,VSAL588-25011331,,,Não,"43,0000","0,0000",Uni,Sim,13,,,P,,S,"-77,0000",100,https://www.vendus.pt/foto/d5b6816aaabd587fe80c4d9ad2d65915.jpeg
"Do Mar (60 pçs)",,,Delivery,,VDO-589-25011332,,,Não,"58,0000","0,0000",Uni,Sim,13,,,P,,S,"-29,0000",100,https://www.vendus.pt/foto/3cc15e38308f813840dfa37d361be035.jpeg
"Do Mar (60 pçs)",,,"Take away Sushi in Sushi",,VDO-590-25011399,,,Não,"44,0000","0,0000",Uni,Sim,13,,,P,,S,"-20,8574",100,https://www.vendus.pt/foto/4458ed262613ccd60a113f8aa19d9793.jpeg
