Nome,"Tipo Variação",Variante,Categoria,Marca,Referência,"Código de Barras",Descrição,"Descrição na Fatura",PVP,"Preço Fornecedor",Unidade,"Controlar Stock","IVA - Taxa","IVA - Isenção (Código)","IVA - Isenção (Norma)","Tipo de Produto","Classe de Bem","Loja principal","Stock - Loja principal","Margem de Lucro (%)- Normal",Imagem
Sashimi,,,Delivery,,VSAS358-24082227,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/fa3721559cf7b6ca018850bb26107d5d.png
Sashimi,,,"Take away Sushi in Sushi",,VSAS359-24082216,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,"-1,0000",,https://www.vendus.pt/foto/52ca437f91b5a1c6ba05396685157c2f.png
Niguiri,,,Delivery,,VNIG360-24082218,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,"-1,0000",,https://www.vendus.pt/foto/7a3e6b3bc03ff638c3c0a803cb294e82.png
Niguiri,,,"Take away Sushi in Sushi",,VNIG361-24082279,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/205f07f848db6bd0c1e23a3468b61163.png
Hot,,,Delivery,,VHOT362-2408221,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/fa05b6c9d2a8ebeb31bf70e43b70784a.png
Hot,,,"Take away Sushi in Sushi",,VHOT363-24082285,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/5fab2efad1d859af22e4bfadb4e8a7c8.png
Poke,,,Delivery,,VPOK364-24082266,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/447c9a9afcd48d2bec5316dd88e6eac7.png
Poke,,,"Take away Sushi in Sushi",,VPOK365-24082256,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/d4c2163f3c295ca0c6e6b5252aefd5b5.png
Gunkan,,,Delivery,,VGUN366-24082264,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/013bb18fc05b4fbecde0ea11bcde45dc.png
Gunkan,,,"Take away Sushi in Sushi",,VGUN367-24082287,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/4c2d8e3ba275e46467820809274b0780.png
"Temaki Hot",,,Delivery,,VTEM368-2408284,,,Não,"11,0000","0,0000",Uni,Sim,13,,,P,,S,"-216,0000",100,https://www.vendus.pt/foto/87ad59b5118d0c3778fa67b573d02f69.jpeg
"Temaki Hot",,,"Take away Sushi in Sushi",,VTEM369-24082851,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-70,0000",100,https://www.vendus.pt/foto/8860ce59387828f3995431b424f32089.jpeg
"Sashimi misto",,,"Take away Sushi in Sushi",,VSAS370-24082850,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,"-4,0000",100,
"Niguiri misto (6 pç)",,,"Take away Sushi in Sushi",,VNIG371-24082840,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,
"Super bock Garrsfa",,,"Take away Sushi in Sushi",,VSUP372-24082884,,,Não,"2,5000","0,0000",Uni,Sim,23,,,P,,S,"-72,0000",100,
"Vinho Monte da alma da vinha",,,"Take away Sushi in Sushi",,VVIN373-24082894,,,Não,"9,0000","0,0000",Uni,Sim,23,,,P,,S,"-3,0000",100,
"Vinho tojeira",,,"Take away Sushi in Sushi",,VVIN374-24082899,,,Não,"9,0000","0,0000",Uni,Sim,23,,,P,,S,"-23,0000",100,
"Vinho Monte da Vaqueira",,,"Take away Sushi in Sushi",,VVIN375-2408283,,,Não,"9,0000","0,0000",Uni,Sim,23,,,P,,S,"-75,0000",100,
"Copo vinho branco Quintela",,,"Take away Sushi in Sushi",,VCOP376-2408286,,,Não,"4,0000","0,0000",Uni,Sim,23,,,P,,S,"-161,0000",100,
"Mini rolos Vegetais (6 un)",,,Delivery,,VMIN377-24083064,,,Não,"5,5000","0,0000",Uni,Sim,13,,,P,,S,"-438,0000",100,https://www.vendus.pt/foto/aa137c6836b78679b57d664c1c6a6797.jpg
"Mini rolos Vegetais",,,"Take away Sushi in Sushi",,VMIN378-24083059,,,Não,"4,0000","0,0000",Uni,Sim,13,,,P,,S,"-170,0000",100,https://www.vendus.pt/foto/9a9cc376dd124e6765d57a3ccb904706.jpg
Temaki,,,Delivery,,VTEM379-24083061,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/9ba1e7b1bb5d3dfa58c888c33ad5ddff.png
Temaki,,,"Take away Sushi in Sushi",,VTEM380-24083048,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/6b1afedb48f42cda90c3fcb900d7cd0f.png
"Big hot",,,Delivery,,VBIG381-24083054,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/6a4d77456d6b4d0a3a8451242e5edc0d.png
"Big hot",,,"Take away Sushi in Sushi",,VBIG382-24083014,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/a29e3019759c196818ddd0b92f897726.png
Veg,,,Delivery,,VVEG383-2408302,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/8d350cab992d140b310ee33aa7dabb62.png
Veg,,,"Take away Sushi in Sushi",,VVEG384-24083049,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/14bec3510dea8e8424c07ba5d02039e0.png
Sobremesa,,,Delivery,,VSOB385-24083067,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/3c26bf5ecaf2e8c56ef63be566b58385.png
Sobremesa,,,"Take away Sushi in Sushi",,VSOB386-24083084,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,"-4,0000",,https://www.vendus.pt/foto/09c6ecdafa6e15bcbfd13a619b9e729a.png
"Taxa de embalagem",,,"Take away Sushi in Sushi",,VTAX387-24091145,,,Não,"0,5000","0,0000",Uni,Sim,13,,,P,,S,"-305,0000",100,
"Festival almoço",,,"Take away Sushi in Sushi",,VFES388-24091124,,,Não,"17,0000","0,0000",Uni,Sim,6,,,P,,S,"-1434,0000",100,
Sunomono,,,Delivery,,VSUN389-24091649,,,Não,"4,0000","0,0000",Uni,Sim,13,,,P,,S,"-418,0000",100,
Saque,,,"Take away Sushi in Sushi",,VSAQ390-24101789,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-5,0000",100,
chessecake,,,"Take away Sushi in Sushi",,VCHE391-24101760,,,Não,"4,0000","0,0000",Uni,Sim,13,,,P,,S,"-31,0000",100,
"2x1 temaki de atum",,,Delivery,,V2X1392-24110151,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-4,0000",100,https://www.vendus.pt/foto/a5a859588125985bde385b8e30ee1dcd.jpeg
"Chá Verde",,,"Take away Sushi in Sushi",,VCHA393-2411154,,,Não,"1,2000","0,0000",Uni,Sim,13,,,P,,S,"-92,0000",100,https://www.vendus.pt/foto/216740f448198feacaf620b46d8a9fa5.jpg
"Sopa Missô",,,"Take away Sushi in Sushi",,VSOP394-24111570,,,Não,"4,5000","0,0000",Uni,Sim,13,,,P,,S,"-89,0000",100,https://www.vendus.pt/foto/598f75be2ce5b4a3472620cff509d9d0.jpg
"Niguiri mix (10 pçs)",,,Delivery,,VNIG395-24111784,,,Não,"13,0000","0,0000",Uni,Sim,6,,,P,,S,"-24,0000",100,
"Niguiri mix (10 pçs)",,,"Take away Sushi in Sushi",,VNIG396-24111793,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,"-7,0000",100,
"Sashimi de Salmão (2 pçs)",,,"Take away Sushi in Sushi",,VSAS397-24111896,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-68,0000",100,https://www.vendus.pt/foto/7be258d4f35a627ff88c22283a143a03.jpeg
"Sashimi trufado (2 pçs)",,,"Take away Sushi in Sushi",,VSAS398-24111840,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/acd629fc31cfc96857fc4de25a737481.jpeg
"Sashimi Atum (2 pçs)",,,"Take away Sushi in Sushi",,VSAS399-24111876,,,Não,"2,5000","0,0000",Uni,Sim,23,,,P,,S,"-31,0000",100,https://www.vendus.pt/foto/b20707e2613f690ac089be929d678cd7.jpeg
"Sashimi mix (10 pçs)",,,"Take away Sushi in Sushi",,VSAS400-24111811,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,"-20,0000",100,
"Sashimi Salmão (2 pçs)",,,Delivery,,VSAS401-2411181,,,Não,"3,0000","0,0000",Uni,Sim,13,,,P,,S,"-595,0000",100,https://www.vendus.pt/foto/3d25e27e76a18765c163902d6f53da11.jpeg
"Sashimi salmão trufado (2 pçs)",,,Delivery,,VSAS402-2411184,,,Não,"3,0000","0,0000",Uni,Sim,13,,,P,,S,"-81,0000",100,https://www.vendus.pt/foto/027de0ec7d572ef26253780429713f48.jpeg
"Sashimi mix (10 pçs)",,,Delivery,,VSAS403-24111845,,,Não,"13,0000","0,0000",Uni,Sim,13,,,P,,S,"-78,0000",100,
"Sashimi Atum (2 pçs)",,,Delivery,,VSAS404-24111839,,,Não,"3,0000","0,0000",Uni,Sim,13,,,P,,S,"-79,0000",100,https://www.vendus.pt/foto/9b99a7d0f257500814be1ef68f0d8a87.jpeg
"Sashimi peixe branco (2 pçs)",,,Delivery,,VSAS405-2411187,,,Não,"3,0000","0,0000",Uni,Sim,13,,,P,,S,"-80,0000",100,https://www.vendus.pt/foto/ac29d12d280efaa9d6b1f9afb5443a22.jpeg
"Sashimi salmão braseado (2 pçs)",,,Delivery,,VSAS406-24111868,,,Não,"3,0000","0,0000",Uni,Sim,13,,,P,,S,"-94,0000",100,https://www.vendus.pt/foto/5e135ef72231e006c1792de30c678edb.jpeg
"Sashimi peixe branco (2 pçs)",,,"Take away Sushi in Sushi",,VSAS407-24111879,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-35,0000",100,https://www.vendus.pt/foto/272e172c2b4396200497562fbc7f685a.jpeg
"Sashimi salmão braseado (2 pçs)",,,"Take away Sushi in Sushi",,VSAS408-24111875,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-24,0000",100,https://www.vendus.pt/foto/4879ca39e7fb21b53f1df80323575d23.jpeg
"NIguiri Salmão (2 pçs)",,,Delivery,,VNIG409-2411181,,,Não,"2,8000","0,0000",Uni,Sim,13,,,P,,S,"-875,0000",100,https://www.vendus.pt/foto/37d71de9dbbdea5166487f438f1970ca.jpeg
"Niguiri Atum (2 pçs)",,,Delivery,,VNIG410-24111843,,,Não,"2,8000","0,0000",Uni,Sim,13,,,P,,S,"-76,0000",100,https://www.vendus.pt/foto/9b8e3df0029ca020003b5e5eecca7c87.jpeg
"Niguiri Peixe Branco lemon (2 pçs)",,,Delivery,,VNIG411-24111891,,,Não,"2,8000","0,0000",Uni,Sim,13,,,P,,S,"-99,0000",100,https://www.vendus.pt/foto/a51323ad7be17b0f29dca6f9217bbacc.jpeg
"Niguiri Camarão lemon (2 pçs)",,,Delivery,,VNIG412-2411183,,,Não,"2,8000","0,0000",Uni,Sim,13,,,P,,S,"-165,0000",100,https://www.vendus.pt/foto/f44028f0eb0fd3cb719f877a76a6445a.jpeg
"Niguiri Salmão braseado (2 pçs)",,,Delivery,,VNIG413-24111888,,,Não,"2,8000","0,0000",Uni,Sim,13,,,P,,S,"-503,0000",100,https://www.vendus.pt/foto/7ef36a53a1810b11eb5232f4f00e070c.jpeg
"Niguiri Salmão (2 pçs)",,,"Take away Sushi in Sushi",,VNIG414-24111825,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-53,0000",100,https://www.vendus.pt/foto/63d1453a9e610481c847145af90f810e.jpeg
"Niguiri Atum (2 pçs)",,,"Take away Sushi in Sushi",,VNIG415-24111813,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-15,0000",100,https://www.vendus.pt/foto/6496948261b11f227076426d4c690a51.jpeg
"Niguiri Peixe Branco lemon (2 pçs)",,,"Take away Sushi in Sushi",,VNIG416-24111877,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-5,0000",100,https://www.vendus.pt/foto/179116aa1935e57acd189936e1d5a566.jpeg
"Niguiri Salmão trufado (2 pçs)",,,"Take away Sushi in Sushi",,VNIG417-24111823,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-47,0000",100,https://www.vendus.pt/foto/be1733fa32a8ea69d8cabbb2e4be2140.jpeg
"Niguiri Salmão braseado (2 pçs)",,,"Take away Sushi in Sushi",,VNIG418-24111819,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-41,0000",100,https://www.vendus.pt/foto/8ec19be0e2a062043640d2b0c18b7f17.jpeg
"Niguiri Camarão lemon (2 pçs)",,,"Take away Sushi in Sushi",,VNIG419-24111824,,,Não,"2,5000","0,0000",Uni,Sim,23,,,P,,S,"-15,0000",100,https://www.vendus.pt/foto/3651a6aa840d27af1eb6e4dab7a29c47.jpeg
"Sopa Missô",,,Delivery,,VSOP420-2411181,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-162,0000",100,https://www.vendus.pt/foto/58551a6cefa1c7f5a6e32b59aaa2fa23.jpeg
"Ura salm fila supre (2 pçs)",,,Delivery,,VURA421-24111950,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,https://www.vendus.pt/foto/6b37009cb0e5d2a73d68d8c30365c8fe.jpeg
"Ura salm fila camar supr (2 pçs)",,,Delivery,,VURA422-24111958,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,https://www.vendus.pt/foto/11029d7c2845c5a6e280051d3f8f27b6.jpeg
"Ura salm fila supre bras crisp (2 pçs)",,,Delivery,,VURA423-24111965,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/1c4097bb5f7bf7bcbd3206ad89ff1a08.jpeg
"Ura grelh supre brase crispy (2 pçs)",,,Delivery,,VURA424-24111978,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/00c189382fadcce2f6af214c3b758d83.jpeg
"Ura Salm supremo (2 pçs)",,,Delivery,,VURA425-24111911,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-6,0000",100,https://www.vendus.pt/foto/e6219c68fe9bcf5ec29a8b37d2f1d7f2.jpeg
"Ura salm avoca c ovas (2 pçs)",,,Delivery,,VURA426-2411195,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/8a6e1739c7193343838fe7be0323d784.jpeg
"3) Ura salm fila avoc c ovas (2 pçs) ",,,Delivery,,VURA427-24111953,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-15,0000",100,https://www.vendus.pt/foto/0aacdb41f59aa0921a7f4bf0537da6cb.jpeg
"Ura camar fila pana supr (2 pçs)",,,Delivery,,VURA428-24111974,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-6,0000",100,https://www.vendus.pt/foto/72184161568b809a871140a9d86f8c49.jpeg
" 14) Ura salm supre c peix bran (2 pçs)",,,Delivery,,VURA429-24111982,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,https://www.vendus.pt/foto/0394e4aa97b22c662e62daefc445124f.jpeg
"Ura camar fila sup de salm (2 pçs)",,,Delivery,,VURA430-24111990,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/fca43c51b944f25e54c937743194db7c.jpeg
"10) Ura camar c peix bran (2 pçs)",,,Delivery,,VURA431-24111978,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-4,0000",100,https://www.vendus.pt/foto/0413b9a87639a56d4685e45a35ad8f1a.jpeg
"6) Ura atum sup c ovas (2pçs)",,,Delivery,,VURA432-24111974,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/ebc96dbe8bc9f85398e692a75539df12.jpeg
"Ura atum avoc spicy (2 pçs)",,,Delivery,,VURA433-24111983,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/7c75a5850e54ad317a25e3c14a0c8e98.jpeg
yakisoba,,,"Take away Sushi in Sushi",,VYAK434-2411212,,,Não,"9,5000","0,0000",Uni,Sim,13,,,P,,S,"-14,0000",100,https://www.vendus.pt/foto/92db261124f1f9cd6c76bdc82b972409.jpeg
Yakisoba,,,Delivery,,VYAK435-24112168,,,Não,"11,5000","0,0000",Uni,Sim,13,,,P,,S,"-41,0000",100,https://www.vendus.pt/foto/e5588eda2868a51d36fbcc4a02b093fa.jpeg
"Combinado 25 (60 pçs)",,,Delivery,,VCOM436-2411212,,,Não,"47,0000","0,0000",Uni,Sim,13,,,P,,S,"-108,0000",100,https://www.vendus.pt/foto/bfb9afc3e008a17f2724c94e7464f4fd.jpeg
"Combinado 25 (60 pçs)",,,"Take away Sushi in Sushi",,VCOM437-24112114,,,Não,"32,0000","0,0000",Uni,Sim,13,,,P,,S,"-16,0000",100,https://www.vendus.pt/foto/32c898f9565bd189da9aed1f91be6469.jpeg
"9) Ura salmão com manga",,,Delivery,,VURA438-24112268,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-6,0000",100,https://www.vendus.pt/foto/e580a830b55ac696fe3232dae519a9e1.jpeg
"1) Ura salm fila supre (2 pçs)",,,Delivery,,V1-U439-24112239,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/0ae4745d42c33c55f8880e1ab512acaa.jpeg
"5) Ura salm fila camar supr (2 pçs)",,,Delivery,,V5-U440-24112262,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-5,0000",100,https://www.vendus.pt/foto/3218b2e8fda7a7621d5a8c01d7a2cab9.jpeg
"4) Ura salm fila supre bras crisp (2 pçs)",,,Delivery,,VURA441-24112214,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-6,0000",100,https://www.vendus.pt/foto/c8738db855b95e15523e6a9338804dfa.jpeg
"13) Ura grelh supre brase crispy (2 pçs)",,,Delivery,,V13-442-24112280,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-8,0000",100,https://www.vendus.pt/foto/6d006e6864254198400681aedcd45ed4.jpeg
"2) Ura Salm supremo (2 pçs)",,,Delivery,,V2-U443-24112216,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,https://www.vendus.pt/foto/a20351c7633089ffff1c99ffc7ade5f7.jpeg
"11) Ura salm avoca c ovas (2 pçs)",,,Delivery,,V11-444-24112216,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,https://www.vendus.pt/foto/879730839fb0e25f7687b85e5596c098.jpeg
"12) Ura camar fila pana supr (2 pçs)",,,Delivery,,V12-445-24112265,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/7f847a5deeeeb328238d54b24919ed9a.jpeg
"8) Ura camar fila sup de salm (2 pçs)",,,Delivery,,V8-U446-24112277,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,https://www.vendus.pt/foto/bd0069818ebc6a8d0306e26ddb7236bd.jpeg
"7) Ura atum avoc spicy (2 pçs)",,,Delivery,,V7-U447-24112288,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,
"1) Ura salm fila supre (2 pçs)",,,"Take away Sushi in Sushi",,V1-U448-24112224,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/389694410f0c622c2175530418d75c01.jpeg
"2) Ura Salm supremo (2 pçs)",,,"Take away Sushi in Sushi",,V2-U449-24112230,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/085bb0402f7123f7eaa172a36aab14ea.jpeg
"3) Ura salm fila avoc c ovas (2 pçs)",,,"Take away Sushi in Sushi",,V3-U450-24112250,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/93c191e332714d28367755f07376ac1c.jpeg
"4) Ura salm fila supre bras crisp (2 pçs)",,,"Take away Sushi in Sushi",,V4-U451-24112232,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/37edd106bad01b6070d3bdbdcea5d9ed.jpeg
"5) Ura salm fila camar supr (2 pçs)",,,"Take away Sushi in Sushi",,V5-U452-24112252,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/c16925880cfa1bf4d12bbbd08b851352.jpeg
"6) Ura atum sup c ovas (2pçs)",,,"Take away Sushi in Sushi",,V6-U453-24112236,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/863a82910c833cd2bfa79a2a1451696b.jpeg
"7) Ura atum avoc spicy (2 pçs)",,,"Take away Sushi in Sushi",,V7-U454-24112256,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/fa129691541a331b21a9974600546a37.jpeg
"8) Ura camar fila sup de salm (2 pçs)",,,"Take away Sushi in Sushi",,V8-U455-24112219,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/025bf16d05715b929a75a7c868322ebe.jpeg
"14) Ura salmão com manga",,,Delivery,,V9-U456-24112264,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/3e1cc9b6b1d7678aaf5f8de5aefa0855.jpeg
"10) Ura camar c peix bran (2 pçs)",,,"Take away Sushi in Sushi",,V10-457-24112250,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/dd8af76a88e693b5a505af64bf744dfc.jpeg
"8) Ura salm avoca c ovas (2 pçs)",,,"Take away Sushi in Sushi",,V11-458-24112275,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-4,0000",100,https://www.vendus.pt/foto/371e7bd00774861a57d6bf69f3cc846c.jpeg
"12) Ura camar fila pana supr (2 pçs)",,,"Take away Sushi in Sushi",,V12-459-24112229,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/c0a7e8a5b52db189a6708c848dbb159c.jpeg
"13) Ura grelh supre brase crispy (2 pçs)",,,"Take away Sushi in Sushi",,V13-460-24112279,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/c78aa61781d6559c2cb4f7cb34aeb297.jpeg
"14) Ura salm supre c peix bran (2 pçs)",,,"Take away Sushi in Sushi",,V14-461-24112248,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/b93a5d9b44dd8d426a24709bec9f2cab.jpeg
"uramaki tomate seco e rucula",,,Delivery,,VURA462-24112288,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-48,0000",100,
"1) Ura salm fila supre (2 pçs)",,,Delivery,,V1-U463-24112755,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-28,0000",100,https://www.vendus.pt/foto/365906a9c36fd04cda2fe49582dc6764.jpeg
"1) Ura salm fila supre (2 pçs)",,,"Take away Sushi in Sushi",,V1-U464-24112730,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/00f7074c595b7d435e904e41699749b0.jpeg
"2) Ura salm fila camar supr (2 pçs)",,,Delivery,,V2-U465-24112742,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-11,0000",100,https://www.vendus.pt/foto/24dd66bc1d102b5071ea9ae322012b26.jpeg
"2) Ura salm fila camar supr (2 pçs)",,,"Take away Sushi in Sushi",,V2-U466-24112752,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/1f5e72b019e4af1950eadd3a37e22f80.jpeg
" 3) Ura salm fila supre bras crisp (2 pçs)",,,Delivery,,VURA467-24112736,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-25,0000",100,https://www.vendus.pt/foto/f5de0144ca9f4fe79ef35a35e1591f9f.jpeg
" 3)Ura salm fila supre bras crisp (2 pçs)",,,"Take away Sushi in Sushi",,V3-U468-2411271,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/942a0d1de4140cc161dc09121d1c9ee8.jpeg
"4) Ura grelh supre brase crispy (2 pçs)",,,Delivery,,V4-U469-24112798,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-22,0000",100,https://www.vendus.pt/foto/aa7f228d6ff4ce37a885d6838b72e145.jpeg
"4) Ura grelh supre brase crispy (2 pçs)",,,"Take away Sushi in Sushi",,V4-U470-24112743,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/927d4167a6d20d67f6c49c71f1e5ea78.jpeg
"5) Ura salm fila avoc c ovas (2 pçs)",,,Delivery,,V5-U471-2411278,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-7,0000",100,https://www.vendus.pt/foto/7db4ea452aabc51202ecd5a223927590.jpeg
"5) Ura salm fila avoc c ovas (2 pçs)",,,"Take away Sushi in Sushi",,V5-U472-24112774,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/d014607ccb91b135381e3927290b7329.jpeg
"6) Ura Salm supremo (2 pçs)",,,Delivery,,V6-U473-24112740,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-6,0000",100,https://www.vendus.pt/foto/6140f9d15fa12f3e07feac35821b3cb5.jpeg
"6) Ura Salm supremo (2 pçs)",,,"Take away Sushi in Sushi",,V6-U474-24112774,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/3d0e9b454dbc98341064b801618abc12.jpeg
" 10) Ura atum avoc spicy (2 pçs)",,,Delivery,,V8-U475-24112748,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,https://www.vendus.pt/foto/5af7f020f8e38a183f724ad1d7b728e2.jpeg
"10) Ura atum avoc spicy (2 pçs)",,,"Take away Sushi in Sushi",,V8-U476-2411274,,,Não,"2,5000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/3aa5e9d33d3bba4e2f115ba61343a67a.jpeg
"11) Ura camar fila sup de salm (2 pçs)",,,Delivery,,V11-477-24112737,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-6,0000",100,https://www.vendus.pt/foto/f7fe0ac720e291f3c6fd48e44d24ad57.jpeg
"8) Ura salm avoca c ovas (2 pçs)",,,Delivery,,VURA478-24112762,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/76f1a7648506fb6a432e69ca2a2db186.jpeg
